,Nation,Coverage,Metric,Value,Year
20764,Indiana,Public,estimate,"1,991",2014
20765,Indiana,Medicaid,estimate,"1,033",2014
20766,Indiana,Medicare,estimate,"1,067",2014
20767,Indiana,VA Care,estimate,151,2014
20768,Iowa,Total,estimate,"3,063",2014
20769,Iowa,Any coverage,estimate,"2,874",2014
20770,Iowa,Uninsured,estimate,189,2014
20771,Iowa,Private,estimate,"2,316",2014
20772,Iowa,Employer-based,estimate,"1,845",2014
20773,Iowa,Direct-purchase,estimate,527,2014
20774,Iowa,TRICARE,estimate,50,2014
20775,Iowa,Public,estimate,988,2014
20776,Iowa,Medicaid,estimate,530,2014
20777,Iowa,Medicare,estimate,523,2014
20778,Iowa,VA Care,estimate,79,2014
20779,Kansas,Total,estimate,"2,845",2014
20780,Kansas,Any coverage,estimate,"2,554",2014
20781,Kansas,Uninsured,estimate,291,2014
20782,Kansas,Private,estimate,"2,094",2014
20783,Kansas,Employer-based,estimate,"1,642",2014
20784,Kansas,Direct-purchase,estimate,466,2014
20785,Kansas,TRICARE,estimate,108,2014
20786,Kansas,Public,estimate,811,2014
20787,Kansas,Medicaid,estimate,404,2014
20788,Kansas,Medicare,estimate,458,2014
20789,Kansas,VA Care,estimate,70,2014
20790,Kentucky,Total,estimate,"4,329",2014
20791,Kentucky,Any coverage,estimate,"3,962",2014
20792,Kentucky,Uninsured,estimate,366,2014
20793,Kentucky,Private,estimate,"2,826",2014
20794,Kentucky,Employer-based,estimate,"2,325",2014
20795,Kentucky,Direct-purchase,estimate,539,2014
20796,Kentucky,TRICARE,estimate,120,2014
20797,Kentucky,Public,estimate,"1,701",2014
20798,Kentucky,Medicaid,estimate,"1,030",2014
20799,Kentucky,Medicare,estimate,802,2014
20800,Kentucky,VA Care,estimate,113,2014
20801,Louisiana,Total,estimate,"4,548",2014
20802,Louisiana,Any coverage,estimate,"3,876",2014
20803,Louisiana,Uninsured,estimate,672,2014
20804,Louisiana,Private,estimate,"2,738",2014
20805,Louisiana,Employer-based,estimate,"2,240",2014
20806,Louisiana,Direct-purchase,estimate,521,2014
20807,Louisiana,TRICARE,estimate,128,2014
20808,Louisiana,Public,estimate,"1,595",2014
20809,Louisiana,Medicaid,estimate,995,2014
20810,Louisiana,Medicare,estimate,738,2014
20811,Louisiana,VA Care,estimate,99,2014
20812,Maine,Total,estimate,"1,316",2014
20813,Maine,Any coverage,estimate,"1,182",2014
20814,Maine,Uninsured,estimate,134,2014
20815,Maine,Private,estimate,876,2014
20816,Maine,Employer-based,estimate,698,2014
20817,Maine,Direct-purchase,estimate,177,2014
20818,Maine,TRICARE,estimate,44,2014
20819,Maine,Public,estimate,499,2014
20820,Maine,Medicaid,estimate,275,2014
20821,Maine,Medicare,estimate,278,2014
20822,Maine,VA Care,estimate,47,2014
20823,Maryland,Total,estimate,"5,886",2014
20824,Maryland,Any coverage,estimate,"5,423",2014
20825,Maryland,Uninsured,estimate,463,2014
20826,Maryland,Private,estimate,"4,332",2014
20827,Maryland,Employer-based,estimate,"3,703",2014
20828,Maryland,Direct-purchase,estimate,726,2014
20829,Maryland,TRICARE,estimate,206,2014
20830,Maryland,Public,estimate,"1,805",2014
20831,Maryland,Medicaid,estimate,"1,027",2014
20832,Maryland,Medicare,estimate,876,2014
20833,Maryland,VA Care,estimate,107,2014
20834,Massachusetts,Total,estimate,"6,668",2014
20835,Massachusetts,Any coverage,estimate,"6,450",2014
20836,Massachusetts,Uninsured,estimate,219,2014
20837,Massachusetts,Private,estimate,"4,902",2014
20838,Massachusetts,Employer-based,estimate,"4,250",2014
20839,Massachusetts,Direct-purchase,estimate,813,2014
20840,Massachusetts,TRICARE,estimate,71,2014
20841,Massachusetts,Public,estimate,"2,369",2014
20842,Massachusetts,Medicaid,estimate,"1,521",2014
20843,Massachusetts,Medicare,estimate,"1,083",2014
20844,Massachusetts,VA Care,estimate,100,2014
20845,Michigan,Total,estimate,"9,799",2014
20846,Michigan,Any coverage,estimate,"8,962",2014
20847,Michigan,Uninsured,estimate,837,2014
20848,Michigan,Private,estimate,"6,912",2014
20849,Michigan,Employer-based,estimate,"5,845",2014
20850,Michigan,Direct-purchase,estimate,"1,257",2014
20851,Michigan,TRICARE,estimate,118,2014
20852,Michigan,Public,estimate,"3,512",2014
20853,Michigan,Medicaid,estimate,"2,016",2014
20854,Michigan,Medicare,estimate,"1,785",2014
20855,Michigan,VA Care,estimate,188,2014
20856,Minnesota,Total,estimate,"5,398",2014
20857,Minnesota,Any coverage,estimate,"5,081",2014
20858,Minnesota,Uninsured,estimate,317,2014
20859,Minnesota,Private,estimate,"4,133",2014
20860,Minnesota,Employer-based,estimate,"3,339",2014
20861,Minnesota,Direct-purchase,estimate,894,2014
20862,Minnesota,TRICARE,estimate,71,2014
20863,Minnesota,Public,estimate,"1,651",2014
20864,Minnesota,Medicaid,estimate,895,2014
20865,Minnesota,Medicare,estimate,828,2014
20866,Minnesota,VA Care,estimate,136,2014
20867,Mississippi,Total,estimate,"2,927",2014
20868,Mississippi,Any coverage,estimate,"2,503",2014
20869,Mississippi,Uninsured,estimate,424,2014
20870,Mississippi,Private,estimate,"1,710",2014
20871,Mississippi,Employer-based,estimate,"1,331",2014
20872,Mississippi,Direct-purchase,estimate,369,2014
20873,Mississippi,TRICARE,estimate,98,2014
20874,Mississippi,Public,estimate,"1,113",2014
20875,Mississippi,Medicaid,estimate,709,2014
20876,Mississippi,Medicare,estimate,530,2014
20877,Mississippi,VA Care,estimate,74,2014
20878,Missouri,Total,estimate,"5,951",2014
20879,Missouri,Any coverage,estimate,"5,257",2014
20880,Missouri,Uninsured,estimate,694,2014
20881,Missouri,Private,estimate,"4,117",2014
20882,Missouri,Employer-based,estimate,"3,318",2014
20883,Missouri,Direct-purchase,estimate,848,2014
20884,Missouri,TRICARE,estimate,154,2014
20885,Missouri,Public,estimate,"1,821",2014
20886,Missouri,Medicaid,estimate,851,2014
20887,Missouri,Medicare,estimate,"1,075",2014
20888,Missouri,VA Care,estimate,165,2014
20889,Montana,Total,estimate,"1,008",2014
20890,Montana,Any coverage,estimate,865,2014
20891,Montana,Uninsured,estimate,143,2014
20892,Montana,Private,estimate,674,2014
20893,Montana,Employer-based,estimate,494,2014
20894,Montana,Direct-purchase,estimate,187,2014
20895,Montana,TRICARE,estimate,32,2014
20896,Montana,Public,estimate,323,2014
20897,Montana,Medicaid,estimate,150,2014
20898,Montana,Medicare,estimate,189,2014
20899,Montana,VA Care,estimate,37,2014
20900,Nebraska,Total,estimate,"1,854",2014
20901,Nebraska,Any coverage,estimate,"1,674",2014
20902,Nebraska,Uninsured,estimate,179,2014
20903,Nebraska,Private,estimate,"1,391",2014
20904,Nebraska,Employer-based,estimate,"1,077",2014
20905,Nebraska,Direct-purchase,estimate,330,2014
20906,Nebraska,TRICARE,estimate,61,2014
20907,Nebraska,Public,estimate,506,2014
20908,Nebraska,Medicaid,estimate,243,2014
20909,Nebraska,Medicare,estimate,288,2014
20910,Nebraska,VA Care,estimate,53,2014
20911,Nevada,Total,estimate,"2,806",2014
20912,Nevada,Any coverage,estimate,"2,379",2014
20913,Nevada,Uninsured,estimate,427,2014
20914,Nevada,Private,estimate,"1,803",2014
20915,Nevada,Employer-based,estimate,"1,510",2014
20916,Nevada,Direct-purchase,estimate,295,2014
20917,Nevada,TRICARE,estimate,98,2014
20918,Nevada,Public,estimate,860,2014
20919,Nevada,Medicaid,estimate,461,2014
20920,Nevada,Medicare,estimate,437,2014
20921,Nevada,VA Care,estimate,85,2014
20922,New Hampshire,Total,estimate,"1,312",2014
20923,New Hampshire,Any coverage,estimate,"1,191",2014
20924,New Hampshire,Uninsured,estimate,120,2014
20925,New Hampshire,Private,estimate,999,2014
20926,New Hampshire,Employer-based,estimate,842,2014
20927,New Hampshire,Direct-purchase,estimate,169,2014
20928,New Hampshire,TRICARE,estimate,31,2014
20929,New Hampshire,Public,estimate,358,2014
20930,New Hampshire,Medicaid,estimate,144,2014
20931,New Hampshire,Medicare,estimate,228,2014
20932,New Hampshire,VA Care,estimate,33,2014
20933,New Jersey,Total,estimate,"8,831",2014
20934,New Jersey,Any coverage,estimate,"7,866",2014
20935,New Jersey,Uninsured,estimate,965,2014
20936,New Jersey,Private,estimate,"6,258",2014
20937,New Jersey,Employer-based,estimate,"5,476",2014
20938,New Jersey,Direct-purchase,estimate,940,2014
20939,New Jersey,TRICARE,estimate,78,2014
20940,New Jersey,Public,estimate,"2,537",2014
20941,New Jersey,Medicaid,estimate,"1,359",2014
20942,New Jersey,Medicare,estimate,"1,379",2014
20943,New Jersey,VA Care,estimate,93,2014
20944,New Mexico,Total,estimate,"2,050",2014
20945,New Mexico,Any coverage,estimate,"1,753",2014
20946,New Mexico,Uninsured,estimate,298,2014
20947,New Mexico,Private,estimate,"1,113",2014
20948,New Mexico,Employer-based,estimate,886,2014
20949,New Mexico,Direct-purchase,estimate,216,2014
20950,New Mexico,TRICARE,estimate,84,2014
20951,New Mexico,Public,estimate,878,2014
20952,New Mexico,Medicaid,estimate,569,2014
20953,New Mexico,Medicare,estimate,365,2014
20954,New Mexico,VA Care,estimate,65,2014
20955,New York,Total,estimate,"19,500",2014
20956,New York,Any coverage,estimate,"17,800",2014
20957,New York,Uninsured,estimate,"1,697",2014
20958,New York,Private,estimate,"12,770",2014
20959,New York,Employer-based,estimate,"10,940",2014
20960,New York,Direct-purchase,estimate,"2,243",2014
20961,New York,TRICARE,estimate,168,2014
20962,New York,Public,estimate,"7,187",2014
20963,New York,Medicaid,estimate,"4,746",2014
20964,New York,Medicare,estimate,"3,138",2014
20965,New York,VA Care,estimate,273,2014
20966,North Carolina,Total,estimate,"9,752",2014
20967,North Carolina,Any coverage,estimate,"8,476",2014
20968,North Carolina,Uninsured,estimate,"1,276",2014
20969,North Carolina,Private,estimate,"6,392",2014
20970,North Carolina,Employer-based,estimate,"4,887",2014
20971,North Carolina,Direct-purchase,estimate,"1,443",2014
20972,North Carolina,TRICARE,estimate,436,2014
20973,North Carolina,Public,estimate,"3,254",2014
20974,North Carolina,Medicaid,estimate,"1,781",2014
20975,North Carolina,Medicare,estimate,"1,677",2014
20976,North Carolina,VA Care,estimate,257,2014
20977,North Dakota,Total,estimate,724,2014
20978,North Dakota,Any coverage,estimate,668,2014
20979,North Dakota,Uninsured,estimate,57,2014
20980,North Dakota,Private,estimate,580,2014
20981,North Dakota,Employer-based,estimate,447,2014
20982,North Dakota,Direct-purchase,estimate,144,2014
20983,North Dakota,TRICARE,estimate,25,2014
20984,North Dakota,Public,estimate,187,2014
20985,North Dakota,Medicaid,estimate,85,2014
20986,North Dakota,Medicare,estimate,109,2014
20987,North Dakota,VA Care,estimate,20,2014
20988,Ohio,Total,estimate,"11,420",2014
20989,Ohio,Any coverage,estimate,"10,470",2014
20990,Ohio,Uninsured,estimate,955,2014
20991,Ohio,Private,estimate,"7,881",2014
20992,Ohio,Employer-based,estimate,"6,817",2014
20993,Ohio,Direct-purchase,estimate,"1,247",2014
20994,Ohio,TRICARE,estimate,167,2014
20995,Ohio,Public,estimate,"3,991",2014
20996,Ohio,Medicaid,estimate,"2,202",2014
20997,Ohio,Medicare,estimate,"1,996",2014
20998,Ohio,VA Care,estimate,260,2014
20999,Oklahoma,Total,estimate,"3,798",2014
21000,Oklahoma,Any coverage,estimate,"3,214",2014
21001,Oklahoma,Uninsured,estimate,584,2014
21002,Oklahoma,Private,estimate,"2,410",2014
21003,Oklahoma,Employer-based,estimate,"1,917",2014
21004,Oklahoma,Direct-purchase,estimate,488,2014
21005,Oklahoma,TRICARE,estimate,145,2014
21006,Oklahoma,Public,estimate,"1,260",2014
21007,Oklahoma,Medicaid,estimate,663,2014
21008,Oklahoma,Medicare,estimate,647,2014
21009,Oklahoma,VA Care,estimate,120,2014
21010,Oregon,Total,estimate,"3,931",2014
21011,Oregon,Any coverage,estimate,"3,549",2014
21012,Oregon,Uninsured,estimate,383,2014
21013,Oregon,Private,estimate,"2,563",2014
21014,Oregon,Employer-based,estimate,"2,039",2014
21015,Oregon,Direct-purchase,estimate,571,2014
21016,Oregon,TRICARE,estimate,82,2014
21017,Oregon,Public,estimate,"1,517",2014
21018,Oregon,Medicaid,estimate,898,2014
21019,Oregon,Medicare,estimate,704,2014
21020,Oregon,VA Care,estimate,120,2014
21021,Pennsylvania,Total,estimate,"12,580",2014
21022,Pennsylvania,Any coverage,estimate,"11,520",2014
21023,Pennsylvania,Uninsured,estimate,"1,065",2014
21024,Pennsylvania,Private,estimate,"9,206",2014
21025,Pennsylvania,Employer-based,estimate,"7,488",2014
21026,Pennsylvania,Direct-purchase,estimate,"1,961",2014
21027,Pennsylvania,TRICARE,estimate,178,2014
21028,Pennsylvania,Public,estimate,"4,131",2014
21029,Pennsylvania,Medicaid,estimate,"2,127",2014
21030,Pennsylvania,Medicare,estimate,"2,329",2014
21031,Pennsylvania,VA Care,estimate,262,2014
21032,Rhode Island,Total,estimate,"1,040",2014
21033,Rhode Island,Any coverage,estimate,963,2014
21034,Rhode Island,Uninsured,estimate,77,2014
21035,Rhode Island,Private,estimate,715,2014
21036,Rhode Island,Employer-based,estimate,589,2014
21037,Rhode Island,Direct-purchase,estimate,141,2014
21038,Rhode Island,TRICARE,estimate,19,2014
21039,Rhode Island,Public,estimate,374,2014
21040,Rhode Island,Medicaid,estimate,225,2014
21041,Rhode Island,Medicare,estimate,185,2014
21042,Rhode Island,VA Care,estimate,24,2014
21043,South Carolina,Total,estimate,"4,734",2014
21044,South Carolina,Any coverage,estimate,"4,092",2014
21045,South Carolina,Uninsured,estimate,642,2014
21046,South Carolina,Private,estimate,"3,005",2014
21047,South Carolina,Employer-based,estimate,"2,381",2014
21048,South Carolina,Direct-purchase,estimate,599,2014
21049,South Carolina,TRICARE,estimate,223,2014
21050,South Carolina,Public,estimate,"1,714",2014
21051,South Carolina,Medicaid,estimate,922,2014
21052,South Carolina,Medicare,estimate,887,2014
21053,South Carolina,VA Care,estimate,151,2014
21054,South Dakota,Total,estimate,835,2014
21055,South Dakota,Any coverage,estimate,753,2014
21056,South Dakota,Uninsured,estimate,82,2014
21057,South Dakota,Private,estimate,616,2014
21058,South Dakota,Employer-based,estimate,453,2014
21059,South Dakota,Direct-purchase,estimate,163,2014
21060,South Dakota,TRICARE,estimate,35,2014
21061,South Dakota,Public,estimate,245,2014
21062,South Dakota,Medicaid,estimate,118,2014
21063,South Dakota,Medicare,estimate,137,2014
21064,South Dakota,VA Care,estimate,31,2014
21065,Tennessee,Total,estimate,"6,449",2014
21066,Tennessee,Any coverage,estimate,"5,672",2014
21067,Tennessee,Uninsured,estimate,776,2014
21068,Tennessee,Private,estimate,"4,180",2014
21069,Tennessee,Employer-based,estimate,"3,295",2014
21070,Tennessee,Direct-purchase,estimate,897,2014
21071,Tennessee,TRICARE,estimate,218,2014
21072,Tennessee,Public,estimate,"2,280",2014
21073,Tennessee,Medicaid,estimate,"1,290",2014
21074,Tennessee,Medicare,estimate,"1,149",2014
21075,Tennessee,VA Care,estimate,170,2014
21076,Texas,Total,estimate,"26,490",2014
21077,Texas,Any coverage,estimate,"21,440",2014
21078,Texas,Uninsured,estimate,"5,047",2014
21079,Texas,Private,estimate,"16,050",2014
21080,Texas,Employer-based,estimate,"13,290",2014
21081,Texas,Direct-purchase,estimate,"2,794",2014
21082,Texas,TRICARE,estimate,802,2014
21083,Texas,Public,estimate,"7,583",2014
21084,Texas,Medicaid,estimate,"4,588",2014
21085,Texas,Medicare,estimate,"3,419",2014
21086,Texas,VA Care,estimate,559,2014
21087,Utah,Total,estimate,"2,916",2014
21088,Utah,Any coverage,estimate,"2,551",2014
21089,Utah,Uninsured,estimate,366,2014
21090,Utah,Private,estimate,"2,194",2014
21091,Utah,Employer-based,estimate,"1,838",2014
21092,Utah,Direct-purchase,estimate,377,2014
21093,Utah,TRICARE,estimate,69,2014
21094,Utah,Public,estimate,608,2014
21095,Utah,Medicaid,estimate,310,2014
21096,Utah,Medicare,estimate,325,2014
21097,Utah,VA Care,estimate,44,2014
21098,Vermont,Total,estimate,620,2014
21099,Vermont,Any coverage,estimate,590,2014
21100,Vermont,Uninsured,estimate,31,2014
21101,Vermont,Private,estimate,419,2014
21102,Vermont,Employer-based,estimate,338,2014
21103,Vermont,Direct-purchase,estimate,88,2014
21104,Vermont,TRICARE,estimate,13,2014
21105,Vermont,Public,estimate,259,2014
21106,Vermont,Medicaid,estimate,161,2014
21107,Vermont,Medicare,estimate,122,2014
21108,Vermont,VA Care,estimate,17,2014
21109,Virginia,Total,estimate,"8,115",2014
21110,Virginia,Any coverage,estimate,"7,231",2014
21111,Virginia,Uninsured,estimate,884,2014
21112,Virginia,Private,estimate,"6,065",2014
21113,Virginia,Employer-based,estimate,"4,802",2014
21114,Virginia,Direct-purchase,estimate,"1,104",2014
21115,Virginia,TRICARE,estimate,628,2014
21116,Virginia,Public,estimate,"2,120",2014
21117,Virginia,Medicaid,estimate,928,2014
21118,Virginia,Medicare,estimate,"1,254",2014
21119,Virginia,VA Care,estimate,202,2014
21120,Washington,Total,estimate,"6,955",2014
21121,Washington,Any coverage,estimate,"6,312",2014
21122,Washington,Uninsured,estimate,643,2014
21123,Washington,Private,estimate,"4,887",2014
21124,Washington,Employer-based,estimate,"3,892",2014
21125,Washington,Direct-purchase,estimate,958,2014
21126,Washington,TRICARE,estimate,313,2014
21127,Washington,Public,estimate,"2,284",2014
21128,Washington,Medicaid,estimate,"1,302",2014
21129,Washington,Medicare,estimate,"1,096",2014
21130,Washington,VA Care,estimate,179,2014
21131,West Virginia,Total,estimate,"1,821",2014
21132,West Virginia,Any coverage,estimate,"1,665",2014
21133,West Virginia,Uninsured,estimate,156,2014
21134,West Virginia,Private,estimate,"1,146",2014
21135,West Virginia,Employer-based,estimate,998,2014
21136,West Virginia,Direct-purchase,estimate,167,2014
21137,West Virginia,TRICARE,estimate,42,2014
21138,West Virginia,Public,estimate,805,2014
21139,West Virginia,Medicaid,estimate,456,2014
21140,West Virginia,Medicare,estimate,398,2014
21141,West Virginia,VA Care,estimate,64,2014
21142,Wisconsin,Total,estimate,"5,685",2014
21143,Wisconsin,Any coverage,estimate,"5,267",2014
21144,Wisconsin,Uninsured,estimate,418,2014
21145,Wisconsin,Private,estimate,"4,165",2014
21146,Wisconsin,Employer-based,estimate,"3,466",2014
21147,Wisconsin,Direct-purchase,estimate,800,2014
21148,Wisconsin,TRICARE,estimate,80,2014
21149,Wisconsin,Public,estimate,"1,829",2014
21150,Wisconsin,Medicaid,estimate,983,2014
21151,Wisconsin,Medicare,estimate,967,2014
21152,Wisconsin,VA Care,estimate,138,2014
21153,Wyoming,Total,estimate,575,2014
21154,Wyoming,Any coverage,estimate,506,2014
21155,Wyoming,Uninsured,estimate,69,2014
21156,Wyoming,Private,estimate,422,2014
21157,Wyoming,Employer-based,estimate,339,2014
21158,Wyoming,Direct-purchase,estimate,84,2014
21159,Wyoming,TRICARE,estimate,19,2014
21160,Wyoming,Public,estimate,150,2014
21161,Wyoming,Medicaid,estimate,72,2014
21162,Wyoming,Medicare,estimate,86,2014
21163,Wyoming,VA Care,estimate,18,2014
21175,Alabama,Total,MOError1,2,2014
21176,Alabama,Any coverage,MOError1,17,2014
21177,Alabama,Uninsured,MOError1,17,2014
21178,Alabama,Private,MOError1,26,2014
21179,Alabama,Employer-based,MOError1,28,2014
21180,Alabama,Direct-purchase,MOError1,14,2014
21181,Alabama,TRICARE,MOError1,11,2014
21182,Alabama,Public,MOError1,17,2014
21183,Alabama,Medicaid,MOError1,17,2014
21184,Alabama,Medicare,MOError1,8,2014
21185,Alabama,VA Care,MOError1,6,2014
21186,Alaska,Total,MOError1,2,2014
21187,Alaska,Any coverage,MOError1,6,2014
21188,Alaska,Uninsured,MOError1,6,2014
21189,Alaska,Private,MOError1,8,2014
21190,Alaska,Employer-based,MOError1,9,2014
21191,Alaska,Direct-purchase,MOError1,5,2014
21192,Alaska,TRICARE,MOError1,6,2014
21193,Alaska,Public,MOError1,7,2014
21194,Alaska,Medicaid,MOError1,7,2014
21195,Alaska,Medicare,MOError1,2,2014
21196,Alaska,VA Care,MOError1,3,2014
21197,Arizona,Total,MOError1,2,2014
21198,Arizona,Any coverage,MOError1,18,2014
21199,Arizona,Uninsured,MOError1,18,2014
21200,Arizona,Private,MOError1,30,2014
21201,Arizona,Employer-based,MOError1,32,2014
21202,Arizona,Direct-purchase,MOError1,18,2014
21203,Arizona,TRICARE,MOError1,10,2014
21204,Arizona,Public,MOError1,30,2014
21205,Arizona,Medicaid,MOError1,29,2014
21206,Arizona,Medicare,MOError1,7,2014
21207,Arizona,VA Care,MOError1,7,2014
21208,Arkansas,Total,MOError1,1,2014
21209,Arkansas,Any coverage,MOError1,13,2014
21210,Arkansas,Uninsured,MOError1,13,2014
21211,Arkansas,Private,MOError1,20,2014
21212,Arkansas,Employer-based,MOError1,20,2014
21213,Arkansas,Direct-purchase,MOError1,10,2014
21214,Arkansas,TRICARE,MOError1,6,2014
21215,Arkansas,Public,MOError1,16,2014
21216,Arkansas,Medicaid,MOError1,15,2014
21217,Arkansas,Medicare,MOError1,6,2014
21218,Arkansas,VA Care,MOError1,5,2014
21219,California,Total,MOError1,5,2014
21220,California,Any coverage,MOError1,48,2014
21221,California,Uninsured,MOError1,47,2014
21222,California,Private,MOError1,75,2014
21223,California,Employer-based,MOError1,86,2014
21224,California,Direct-purchase,MOError1,39,2014
21225,California,TRICARE,MOError1,17,2014
21226,California,Public,MOError1,69,2014
21227,California,Medicaid,MOError1,68,2014
21228,California,Medicare,MOError1,20,2014
21229,California,VA Care,MOError1,12,2014
21230,Colorado,Total,MOError1,2,2014
21231,Colorado,Any coverage,MOError1,16,2014
